image,body_system,medical_task,question_type,problem,true_label,qwen3_llm,qwen3_llm_finetuned,qwen3_llm_ensemble,qwen3_vlm,qwen3_vlm_finetuned,qwen25_vlm,qwen25_vlm_finetuned
MM-1891-a.jpeg,Respiratory,Diagnosis,Reasoning,"A newborn male is delivered at 40 weeks and 3 days gestation to a 32-year-old primigravida mother. The delivery proceeds without complications, and the infant receives Apgar scores of 9 at both 1 and 5 minutes. During his first nursing attempt at 15 minutes of life, his mother observes that his face, chest, and extremities become dusky blue. She also notes loud snoring sounds and rapid breathing. The cyanosis resolves when he is removed from the breast and begins to cry. The pregnancy was uncomplicated, and maternal history is significant only for asthma managed with occasional albuterol. While resting, the infant's vital signs show: temperature 98.2°F (36.7°C), heart rate 130/min, respiratory rate 45/min, and oxygen saturation 97% on room air. Physical examination reveals good skin perfusion but notable facial features as depicted in Figure A. Which of the following findings would most likely be observed in this infant?
Answer Choices: (A) Areflexia in all extremities (B) Inability to pass a nasogastric tube (C) Patent foramen ovale (D) Digital clubbing (E) Markedly decreased lung volume",B,C,B,C,C,E,B,B
MM-173-a.jpeg,Respiratory,Basic Science,Understanding,"The structure represented by this cast corresponds to which anatomical feature?
Answer Choices: (A) Hepatic artery (B) Left bronchial tree (C) Right bronchial tree (D) Portal vein (E) Femoral vein",C,C,C,C,C,C,B,B
MM-228-a.jpeg,Respiratory,Diagnosis,Reasoning,"A 65-year-old male presents with a one-month history of worsening dyspnea and cough, occasionally producing bloody sputum. He reports an unintentional weight loss of 7 kg over six months despite maintaining his normal appetite. His medical history includes a 15-year smoking history of two packs per day, though he quit smoking ten years ago. Physical examination reveals diminished breath sounds bilaterally. Upon review of the chest x-ray provided, what is the most probable etiology of the patient's clinical presentation?
Answer Choices: (A) Small cell lung cancer (B) Lung adenocarcinoma (C) Pulmonary metastases (D) Squamous cell lung carcinoma (E) Pleural mesothelioma",C,B,D,B,D,D,B,B
MM-1240-b.jpeg,Respiratory,Diagnosis,Reasoning,"What is the MOST likely diagnosis?
Answer Choices: (A) Carcinoid (B) Adenocarcinoma (C) Pulmonary hamartoma (D) Bronchial atresia (E) Amyloidosis",A,A,C,C,C,C,B,C
MM-939-a.jpeg,Respiratory,Diagnosis,Reasoning,"A 57-year-old African American female presents for her yearly check-up. Her medical history includes hypertension, hyperlipidemia, and a 50 pack-year smoking history. She reports two hospitalizations for right upper lobe pneumonia in the past year, both successfully treated with antibiotics. She describes a new chronic cough and has lost 15 pounds unintentionally since her previous visit. Her vital signs show: temperature 98.6°F (37°C), blood pressure 148/92 mmHg, pulse 90/min and regular, respirations 20/min. Examination reveals wheezing in the right upper lung field. A chest radiograph is shown in Figure A, and interferon-gamma release assay results are negative. Which combination of laboratory values would most likely be found in this patient?
Answer Choices: (A) Increased calcium, decreased PTH, increased vitamin D (B) Increased calcium, increased ACE, increased vitamin D (C) Decreased calcium, increased ACE, decreased vitamin D (D) Increased calcium, increased PTH, increased vitamin D (E) Increased calcium, decreased PTH, normal vitamin D",E,C,C,C,B,E,D,B
MM-1182-a.jpeg,Respiratory,Treatment,Reasoning,"A 57-year-old male with diabetes, hypertension, depression, and peripheral vascular disease is admitted to the trauma ICU following a head-on collision where he was an unrestrained driver. His home medications include insulin, aspirin, metoprolol, sertraline, mirtazapine, fiber supplements, and lisinopril. After intubation, trauma evaluation reveals multiple cervical spine fractures (without spinal canal compression), clavicular fracture, and rib fractures. On day 5 of ICU admission, his vital signs show:
- Temperature: 102°F (38.9°C)
- Blood pressure: 107/58 mm Hg
- Pulse: 110/min
- Respirations: 20/min
- Oxygen saturation: 93% on room air

A chest radiograph (Figure A) shows focal consolidation. What is the most appropriate treatment for this patient?
Answer Choices: (A) Piperacillin-tazobactam (B) Cefepime, gentamicin, and linezolid (C) Imipenem, amikacin, and vancomycin (D) Azithromycin and ceftriaxone (E) Azithromycin",C,A,C,B,D,B,B,B
MM-1165-b.jpeg,Respiratory,Diagnosis,Reasoning,"A patient diagnosed with obesity hypoventilation syndrome (OHS) is undergoing bilevel titration after a prior sleep study confirmed severe obstructive sleep apnea (OSA). Two hours into the study, the patient is on IPAP 14 cm H2O and EPAP 10 cm H2O. No obstructive events or snoring have been observed for the past 30 minutes at these settings. The patient’s baseline oxygen saturation remains at 85%. Summary graphics and a tracing for the first 2 hours are provided. What should the technician do next?
Answer Choices: (A) Increase inspiratory positive airway pressure (IPAP) (B) Increase IPAP and expiratory positive airway pressure (EPAP) (C) Observe at current pressure (D) Start supplemental oxygen (E) Change to CPAP",A,C,A,A,C,C,C,C
MM-1874-a.jpeg,Respiratory,Basic Science,Reasoning,"A 25-year-old woman visits the primary care clinic with a one-week history of nasal congestion and wheezing. She has a history of asthma diagnosed six months ago and is currently using albuterol and beclomethasone inhalers. She reports an allergic reaction to ""pain relievers"" but frequently uses ibuprofen or aspirin for menstrual cramps. She avoids alcohol because it consistently causes ""head cold"" symptoms. Her temperature is 98.6°F, blood pressure is 116/74 mmHg, pulse is 80/min, and respiratory rate is 16/min. Examination reveals bilateral nasal polyps and scattered expiratory wheezing on lung auscultation. Laboratory findings show eosinophilia. The physician recommends avoiding non-steroidal anti-inflammatory drugs and prescribes zileuton. At which point in the provided diagram does this medication most likely exert its effect?
Answer Choices: (A) Point E (B) Point B (C) Point C (D) Point D (E) Point A",B,D,D,A,C,C,B,B
MM-177-a.jpeg,Respiratory,Diagnosis,Reasoning,"Which diagnosis is MOST consistent with the findings?
Answer Choices: (A) Sternal dehiscence (B) Pneumomediastinum (C) Mediastinal hematoma (D) Costochondral separation (E) Pericardial effusion",A,B,D,B,E,E,B,B
MM-406-a.jpeg,Respiratory,Diagnosis,Reasoning,"When examining these coronal MRI images of the paranasal sinuses, showing both T2-weighted and contrast-enhanced T1-weighted sequences, what is the MOST likely clinical diagnosis?
Answer Choices: (A) Esthesioneuroblastoma (B) Inverted Papilloma (C) Sinonasal Mucocele (D) Fibrous Dysplasia (E) Benign Inflammatory Disease",A,B,C,B,C,C,B,C
MM-476-a.jpeg,Respiratory,Diagnosis,Reasoning,"A 50-year-old male with past medical history significant for mitral valve prolapse and Hodgkin's lymphoma treated 20 years ago seeks emergency care due to shortness of breath lasting 5 days. Clinical examination reveals elevated jugular venous pressure, a holosystolic murmur heard best at the cardiac apex, and decreased breath sounds at the lung bases. After obtaining a chest radiograph, what should be the next appropriate step in evaluating the opacity noted in the right lung?
Answer Choices: (A) Perform a bronchoscopy (B) Obtain a computed tomography scan of chest (C) Perform a thoracentesis (D) Collect a sputum culture and then initiate empiric antibiotics (E) Diurese the patient and then obtain a repeat chest radiograph",E,B,D,B,C,C,B,B
MM-1860-a.jpeg,Respiratory,Diagnosis,Reasoning,"A 69-year-old male presents to the clinic with shortness of breath, progressive right shoulder pain, and episodes of hemoptysis over the past 3 months. He reports an unintentional weight loss of 18 pounds during this time. His medical history includes coronary artery disease, with a coronary angioplasty and stent placement performed 2 years ago. He is a senior shipyard worker who frequently travels domestically and internationally. He has a 30-pack-year smoking history but has abstained from smoking and alcohol for over 7 years. Vital signs reveal a temperature of 99.5°F (37.7°C), blood pressure of 140/60 mmHg, pulse of 97/min, and respirations of 13/min. Physical examination shows right pupillary constriction and paresthesias in the fourth and fifth digits of the right hand, but no pain with active shoulder rotation. Chest imaging findings are shown in Figure A. Which of the following is the most likely cause of this patient’s symptoms?
Answer Choices: (A) Syringomyelia (B) Mesothelioma (C) Lung adenocarcinoma (D) Tuberculosis (E) Rotator cuff tendinopathy",C,B,C,C,C,C,B,B
MM-1837-b.jpeg,Respiratory,Diagnosis,Reasoning,"A 37-year-old woman with a history of kidney transplantation presents with worsening cough, fever, and fatigue that began one week ago. Her medical history includes intravenous drug use and previous work as a commercial sex worker in her 20s. She recently traveled to Malaysia one month ago. On examination, her temperature is 101°F (38.3°C), blood pressure is 114/64 mmHg, pulse is 110/min, respirations are 19/min, and oxygen saturation is 93% on room air. Physical examination reveals bilateral coarse breath sounds. Laboratory results are as follows:

- **Na+:** 140 mEq/L  
- **Cl-:** 102 mEq/L  
- **K+:** 4.7 mEq/L  
- **HCO3-:** 22 mEq/L  
- **BUN:** 30 mg/dL  
- **Glucose:** 96 mg/dL  
- **Creatinine:** 1.5 mg/dL (baseline 1.4 mg/dL)  
- **Ca2+:** 9.1 mg/dL  

A chest radiograph (Figure A) and a CT scan (Figure B) are provided. Which of the following is the most likely predisposing factor for this patient’s condition?
Answer Choices: (A) Tuberculosis (B) Medication (C) HIV (D) IV drug use (E) Transplant rejection",B,A,D,D,C,C,(D),D
MM-265-b.png,Respiratory,Diagnosis,Reasoning,"You are presented with PA and lateral chest radiographs of a 51-year-old male patient experiencing dyspnea. What is the MOST likely diagnosis?
Answer Choices: (A) Bronchogenic cancer (B) Pneumonia (C) Tuberculosis (D) Mediastinal lymphoma (E) Pleural effusion",A,E,A,A,E,E,B,E
MM-1796-a.png,Respiratory,Treatment,Reasoning,"You are shown two CT images of a 34-year-old woman with chronic cough. Which of the following is  the MOST appropriate treatment?
Answer Choices: (A) Antibiotic therapy (B) High-dose corticosteroids (C) Smoking cessation (D) Bronchodilator therapy (E) Chemotherapy",C,C,C,C,C,C,C,C
MM-748-a.jpeg,Respiratory,Basic Science,Reasoning,"A 54-year-old man presents to the emergency department with a week-long history of persistent cough, chest pain, and shortness of breath, accompanied by fever over the past two days. He recalls a similar episode two months ago that was treated with antibiotics. He has a history of diabetes diagnosed five years ago, with poor glycemic control (HbA1c: 7.2–8%). He works in construction and shares living quarters with ten others. His vital signs include a temperature of 39.4°C (103°F), blood pressure of 115/60 mmHg, respiratory rate of 22/min, and pulse of 105/min. Physical examination reveals crackles in the right lung fields. A chest X-ray is performed, and sputum is sent for culture. What is the primary mechanism of action of the most appropriate drug for treating this patient?
Answer Choices: (A) Inhibits peptidyl transferase by binding to ribosomal 50S subunit (B) Inhibits the enzyme DNA gyrase (C) Inhibits the function of ribosomal 30S unit (D) Blocks cell wall synthesis (E) Inhibits the enzyme dihydrofolate reductase.",B,A,D,A,A,B,D,D
